id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type
00054173755,California,CA,06,Santa Clara County,085,CoreSite,SV8,CoreSite SV8,41609.0,-121.97184005109759,37.37738265750685,building
00054383196,California,CA,06,Santa Clara County,085,CoreSite,SV5,CoreSite SV5,50856.0,-121.97068979280725,37.37519609854625,building
00054383197,California,CA,06,Santa Clara County,085,CoreSite,SV9,CoreSite SV9,60403.0,-121.9696099700251,37.37555851580601,building
00058708529,California,CA,06,Santa Clara County,085,Quality Technology Services,,QTS Santa Clara 2,36808.0,-121.97839685451906,37.392721680154914,building
00059294476,Virginia,VA,51,Loudoun County,107,Stack Infrastructure,NVA01A,STACK NVA01A - Northern Virginia,179330.0,-77.44176406797281,39.00469915120877,building
00063619642,Minnesota,MN,27,Hennepin County,053,,,Minnesota Gateway Data Center,87697.0,-93.25465186805063,44.97130185223087,building
00069827429,New York,NY,36,Albany County,001,,,IBM Building,15355.0,-73.7527452452726,42.64935307487593,building
00071187940,Michigan,MI,26,Wayne County,163,Verizon Wireless,DTRT.PP2,,24933.0,-83.07698605760793,42.32626638236376,building
00079056848,New Hampshire,NH,33,Strafford County,017,University of New Hampshire,,,30553.0,-70.95247263069143,43.14361852296161,building
00079158387,Virginia,VA,51,Fairfax County,059,Digital Realty,VA3,VA3,96241.0,-77.32729535242555,38.94846385493133,building
00079159494,Virginia,VA,51,Fairfax County,059,Evocative,IAD1,IAD1,19325.0,-77.32940997255484,38.94881628378597,building
00079298926,Virginia,VA,51,Fairfax County,059,CoreSite,,CoreSite Reston Campus VA1,138035.0,-77.36454759512179,38.95058588448764,building
00079818498,Virginia,VA,51,Fairfax County,059,CoreSite,,CoreSite Reston VA3,249707.0,-77.37236980053557,38.94846756695561,building
00087058670,New Hampshire,NH,33,Rockingham County,015,FirstLight,,,9316.0,-70.80804278020655,43.076119257829404,building
00089784186,Colorado,CO,08,Denver County,031,,,Insurance Exchange Building,19807.0,-104.99569107454519,39.74557178496544,building
00093210344,Maryland,MD,24,Montgomery County,031,Lincoln Rackhouse,,Lincoln Rackhouse Maryland,146301.0,-76.9643217094945,39.05856287562289,building
00095349317,Ohio,OH,39,Warren County,165,,,CyrusOne Cincinnati-Lebanon,198403.0,-84.22187533686325,39.389018744445785,building
00095782052,New Jersey,NJ,34,Hudson County,017,Equinix,NY7,Equinix NY7 Data Center,68650.0,-74.03114084308724,40.79686366512243,building
00099813512,California,CA,06,Santa Clara County,085,Equinix,SV4,Equinix SV4,122369.0,-122.01457953832227,37.41456431406775,building
00102129663,Texas,TX,48,Bexar County,029,H5 Data Centers,,H5 Data Centers San Antonio,20898.0,-98.4869063933119,29.429371203549056,building
00104082694,Iowa,IA,19,Polk County,153,,,Aureon,11253.0,-93.63100934776038,41.58799896569892,building
00116005354,North Carolina,NC,37,Catawba County,035,,,,564402.0,-81.26252687782907,35.588012637841835,building
00122665255,Connecticut,CT,09,Greater Bridgeport Planning Region,120,Digital Realty,HVN10,Digital Realty New York HVN10,134982.0,-73.14729941546844,41.24084597137587,building
00124088810,Illinois,IL,17,DuPage County,043,,,Lincoln Rackhouse,70123.0,-88.21709086831733,41.77216480463177,building
00128499684,Illinois,IL,17,Cook County,031,Digital Realty,CH1,Digital Realty CH1,469756.0,-87.96217216116061,41.9942374288397,building
00131874718,Minnesota,MN,27,Ramsey County,123,H5,,H5 Minneapolis,108201.0,-93.14746015507276,44.97225309779238,building
00131891022,Arizona,AZ,04,Maricopa County,013,,,Iron Mountain Records Storage,145832.0,-112.04132578020345,33.42038002636909,building
00132746406,California,CA,06,Santa Clara County,085,Equinix,SV8,Equinix SV8,12034.0,-122.16078171336197,37.44589521919974,building
00138260136,Illinois,IL,17,Champaign County,019,,,NCSA Petascale Computing Facility,45620.0,-88.24203140069088,40.09525910728646,building
00138643160,Ohio,OH,39,Clark County,023,,,LexisNexus Springfield,79937.0,-83.72376141562717,39.912780083635845,building
00149379943,Illinois,IL,17,Cook County,031,Digital Realty,ORD11,Digital Realty ORD11,9092.0,-87.6299544230129,41.87429345515449,building
00151179323,Arizona,AZ,04,Maricopa County,013,Lumen Technologies,,Lumen,25456.0,-112.0707857401212,33.49433566334995,building
00152163711,Arizona,AZ,04,Maricopa County,013,,,L3Harris Technologies Inc,14469.0,-111.67170400659428,33.30535847275577,building
00152163722,Arizona,AZ,04,Maricopa County,013,,,AZ Labs,31625.0,-111.67170030901957,33.30627197658142,building
00152449872,Illinois,IL,17,Cook County,031,Serverfarm,CH1,Serverfarm CH1,56419.0,-87.64014138667577,41.87094383200688,building
00155739337,Arizona,AZ,04,Maricopa County,013,,,Aligned Energy Data Center,512814.0,-112.11116815143933,33.65904093265778,building
00156468497,Virginia,VA,51,Fairfax County,059,,,,19578.0,-77.2258381321817,38.913701962686964,building
00156520409,Illinois,IL,17,Cook County,031,,,Lakeside Technology Center,129156.0,-87.6183592533761,41.85365260504632,building
00157362579,Arizona,AZ,04,Maricopa County,013,Flexential,,Flexential Phoenix - Deer Valley,110023.0,-112.09835688433343,33.684674135493076,building
00161126131,California,CA,06,Santa Clara County,085,Equinix,SV5,Equinix SV5,166314.0,-121.78183927929481,37.24204046852016,building
00166431620,Nebraska,NE,31,Douglas County,055,Union Pacific Railroad,,"Union Pacific Jack Koraleski Technology, Research & Development Center",54386.0,-96.05034469682974,41.31800464175668,building
00168129695,Pennsylvania,PA,42,Allegheny County,003,,,DataBank Pittsburgh PIT2,60007.0,-80.1901183810463,40.4513685262094,building
00169170979,New Mexico,NM,35,Bernalillo County,001,,,Molina Healthcare,25568.0,-106.61803444531762,34.99544591950108,building
00172739950,Nevada,NV,32,Clark County,003,Switch,,Switch12,378533.0,-115.21329217816584,36.06173888983835,building
00172739953,Nevada,NV,32,Clark County,003,Switch,,Switch Las Vegas 7,324714.0,-115.2102454849461,36.0599251525617,building
00174242795,Illinois,IL,17,Cook County,031,EdgeConneX,CHI01,EdgeConneX CHI01,120191.0,-87.9507686963863,42.00077520139855,building
00178331621,Maryland,MD,24,Frederick County,021,,,,64023.0,-77.41151850611422,39.377776311443,building
00187574082,New Jersey,NJ,34,Middlesex County,023,,,Verizon Wireline Network Building,32247.0,-74.44309493368364,40.49490313172346,building
00190868312,California,CA,06,Sacramento County,067,NTT,CA3,RagingWire CA3,151366.0,-121.49876273285925,38.64423935185345,building
00191655977,Iowa,IA,19,Pottawattamie County,155,,,,227733.0,-95.86382197433595,41.22148561735031,building
00192307107,California,CA,06,San Francisco County,075,Digital Realty,,360 Spear Street Data Center,34599.0,-122.39013668484701,37.788991656058194,building
00193611192,New Jersey,NJ,34,Hudson County,017,Equinix,,Equinix New York Secaucus NY5,211455.0,-74.07230107005047,40.77860177682814,building
00193611211,New Jersey,NJ,34,Hudson County,017,Equinix,NY4,Equinix New York Secaucus NY4,317271.0,-74.06977591206658,40.77642808061452,building
00193611216,New Jersey,NJ,34,Hudson County,017,Equinix,Equinix NY3,Equinix NY3,274326.0,-74.06889005365075,40.774852229978684,building
00193611219,New Jersey,NJ,34,Hudson County,017,Equinix,NY2,Equinix New York Secaucus NY2,402960.0,-74.07591693201753,40.77741950863346,building
00193612533,New Jersey,NJ,34,Hudson County,017,Centersquare,,Centersquare NYC3 Data Center,143163.0,-74.06918218107636,40.786164392038,building
00194049551,California,CA,06,Sacramento County,067,Quality Technology Services,,QTS Sacramento,90196.0,-121.48622274444375,38.64634932685158,building
00195165330,Missouri,MO,29,Platte County,165,,,,59078.0,-94.67586457208311,39.2906006524332,building
00195165354,Missouri,MO,29,Platte County,165,,,,240121.0,-94.67347189936218,39.29565786992253,building
00195165374,Missouri,MO,29,Platte County,165,,,Black Rock Financial Management,80025.0,-94.67802527416188,39.295491746601805,building
00195169261,Missouri,MO,29,Platte County,165,,,,51140.0,-94.68479180000348,39.30240570006526,building
00195664350,Oklahoma,OK,40,Tulsa County,143,,,Cherokee Data Center,414827.0,-95.91003132519961,36.262546063389934,building
00199252950,Illinois,IL,17,DuPage County,043,CyrusOne,,CyrusOne Chicago Aurora CME,483103.0,-88.24360276085451,41.796710709040994,building
00200989527,Colorado,CO,08,Arapahoe County,005,,,Xfinity/Comcast Data Center,51338.0,-104.83243481918149,39.588307279176874,building
00203432103,Indiana,IN,18,Monroe County,105,Indiana University,,IU Data Center,94298.0,-86.50070264503239,39.17441904078126,building
00204316962,New Jersey,NJ,34,Middlesex County,023,,,IO Datacenter,829908.0,-74.34731684357497,40.520901338871916,building
00204460681,New Jersey,NJ,34,Middlesex County,023,,,DataBank Piscataway EWR2,50646.0,-74.45820961832148,40.54921344851484,building
00204460799,New Jersey,NJ,34,Middlesex County,023,,,Optimum,68126.0,-74.49202896228643,40.54682624136092,building
00204460812,New Jersey,NJ,34,Middlesex County,023,Equinix,,Equinix,62331.0,-74.49538057530053,40.544881931883474,building
00204460835,New Jersey,NJ,34,Middlesex County,023,Barclays,,Barclays Datacenter,352286.0,-74.45973725576991,40.5472442650833,building
00204460903,New Jersey,NJ,34,Middlesex County,023,Digital Realty,EWR12,Digital Realty New York EWR12,302795.0,-74.45930065392976,40.5529045023767,building
00204460950,New Jersey,NJ,34,Middlesex County,023,Digital Realty,EWR11,Digital Realty New York EWR11,96114.0,-74.4571794816788,40.55377882278532,building
00205724881,Washington,WA,53,King County,033,,,Intergate Seattle East Building 2,107319.0,-122.29056964991395,47.49503090192437,building
00205724885,Washington,WA,53,King County,033,Sabey,,Intergate Seattle East Building 1,97862.0,-122.28819434180774,47.49485963017309,building
00205823968,California,CA,06,Santa Clara County,085,Equinix,SV15,Equinix SV15,38211.0,-121.98840629999835,37.3754951498238,building
00205823970,California,CA,06,Santa Clara County,085,Equinix,SV16,Equinix SV16,26347.0,-121.98868795324002,37.37611802320719,building
00205823971,California,CA,06,Santa Clara County,085,Equinix,SV17,Equinix SV17,42360.0,-121.98858391314208,37.37652899594956,building
00205823980,California,CA,06,Santa Clara County,085,Equinix,SV14,Equinix SV14,20213.0,-121.98850932446409,37.374962138504316,building
00205846843,California,CA,06,Santa Clara County,085,CoreSite,SV4,CoreSite SV4,51928.0,-121.97068417339611,37.376263105040294,building
00209073635,California,CA,06,Santa Clara County,085,Lumen Technologies,,Lumen Santa Clara,25424.0,-121.952081932971,37.37700481451302,building
00209073636,California,CA,06,Santa Clara County,085,Prime,,Prime Santa Clara,30065.0,-121.95324973327962,37.37501721660046,building
00209073641,California,CA,06,Santa Clara County,085,Digital Realty,SJC10,Digital Realty Silicon Valley SJC10,57051.0,-121.95333535904547,37.375822905793676,building
00209073645,California,CA,06,Santa Clara County,085,,,Colovore,24161.0,-121.95314883048796,37.37672946683328,building
00209073647,California,CA,06,Santa Clara County,085,Digital Realty,SJC30,Digital Realty Silicon Valley SJC30,48539.0,-121.95810528697963,37.37828897395487,building
00209073649,California,CA,06,Santa Clara County,085,Digital Realty,SJC15,Digital Realty Silicon Valley SJC15,24615.0,-121.95407689999966,37.374996550088426,building
00209073653,California,CA,06,Santa Clara County,085,Digital Realty,SJC16,Digital Realty Silicon Valley SJC16,42504.0,-121.9559861698452,37.374929097082685,building
00209073657,California,CA,06,Santa Clara County,085,Digital Realty,,Digital Realty Silicon Valley SJC29,40287.0,-121.95809620000126,37.37502320043753,building
00209073658,California,CA,06,Santa Clara County,085,Csquare,SFO4,Csquare SFO4,27286.0,-121.9551929871648,37.37577706129449,building
00209073659,California,CA,06,Santa Clara County,085,Prime,,Prime SANTA CLARA DATA CENTER,25825.0,-121.95488070140483,37.37502630609213,building
00209076412,California,CA,06,Santa Clara County,085,Digital Realty,SJC11,Digital Realty Silicon Valley SJC11,44027.0,-121.94853104740695,37.3763410080539,building
00209077298,California,CA,06,Santa Clara County,085,Lumen Technologies,,Lumen,15840.0,-121.95068207526988,37.37758479573238,building
00209087373,California,CA,06,Santa Clara County,085,Digital Realty,SJC31,Silicon Valley SJC31,146597.0,-121.9483289304616,37.372249898204316,building
00209105766,California,CA,06,Santa Clara County,085,,,,18864.0,-121.9499100438154,37.379779111635564,building
00209117217,California,CA,06,Santa Clara County,085,,SJC11,Evocative Santa Clara SJC11,51418.0,-121.9619460438575,37.389539602058925,building
00209786637,Illinois,IL,17,Cook County,031,Quality Technology Services,,QTS Chicago,267112.0,-87.66900814712955,41.84218652884067,building
00210222970,Illinois,IL,17,Cook County,031,Iron Mountain,,Iron Mountain Data & Record Storage,106033.0,-87.64550983406528,41.84879669155961,building
00210917861,Arizona,AZ,04,Maricopa County,013,,,Data Storage Centers,38109.0,-112.03430310768363,33.421692874680716,building
00211832626,Massachusetts,MA,25,Essex County,009,TierPoint,,,51354.0,-71.20859932011268,42.68570898649228,building
00214321737,Massachusetts,MA,25,Middlesex County,017,Markley Group,,Markley Data Center,123665.0,-71.30442370850213,42.6302619946922,building
00215630401,North Carolina,NC,37,Mecklenburg County,119,Flexential,,Flexential Charlotte - South,33741.0,-80.93687158006364,35.13543064967395,building
00220518160,Arizona,AZ,04,Maricopa County,013,Digital Realty,,Digital Realty Data Center,67568.0,-111.899226799974,33.344648208315185,building
00221201212,Washington,WA,53,King County,033,Comcast,,,8025.0,-122.31731718771367,47.693323673804386,building
00221897579,Virginia,VA,51,Fairfax County,059,,,Equinix DC97,43991.0,-77.37742307519908,38.96157142283795,building
00222672860,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD55,Amazon IAD-55,228140.0,-77.64876376105127,38.81506150876172,building
00223783259,Washington,WA,53,King County,033,,,CTI Biopharma,20600.0,-122.35669303335187,47.6177878057982,building
00223928497,Washington,WA,53,King County,033,Digital Realty,SEA10,Westin Building,13117.0,-122.3388642251616,47.61435537680634,building
00224100721,Virginia,VA,51,Prince William County,153,,,COPT Data Center,127955.0,-77.5318452938603,38.74728120625688,building
00224139416,California,CA,06,Santa Clara County,085,,,Dell 350 Holger Way,45282.0,-121.9430846177997,37.418407037850685,building
00224174031,California,CA,06,Santa Clara County,085,SV Colo,,SV Colo,57709.0,-121.9587992678193,37.36431021578032,building
00224998784,California,CA,06,Santa Clara County,085,Microsoft,,Microsoft,166655.0,-121.94643635591544,37.3620662092011,building
00225745958,Virginia,VA,51,Fauquier County,061,,,OVH US East Vint Hill,85783.0,-77.67445377449387,38.747444697578814,building
00231047065,Wyoming,WY,56,Laramie County,021,University Corporation for Atmospheric Research,,NCAR-Wyoming Supercomputing Center,101129.0,-104.89748679471974,41.12879048730292,building
00231664575,Washington,WA,53,King County,033,H5 Data Centers,,The Seattle Times,48589.0,-122.33646162358502,47.61898482839781,building
00231769626,Oregon,OR,41,Wasco County,065,Google,,Google Data Center The Dalles Oregon,1487396.0,-121.20130223060461,45.63204799165709,campus
00233888384,North Carolina,NC,37,Wake County,183,,,Segra Data Center,46141.0,-78.66236321040674,35.7249920936468,building
00234722029,Virginia,VA,51,Loudoun County,107,Equinix,DC2,Equinix Ashburn DC2,175215.0,-77.45900624552966,39.016470708222904,building
00234722720,Virginia,VA,51,Loudoun County,107,H5,Ashburn,H5 Data Centers Ashburn,83656.0,-77.45171989501627,39.01367498906444,building
00239032142,South Dakota,SD,46,Minnehaha County,099,,,TierPoint Sioux Falls West Data Center,55963.0,-96.80919489840309,43.60697077791878,building
00239147373,Virginia,VA,51,Fairfax County,059,Lumen Technologies,,Lumen McLean,42056.0,-77.21161871839628,38.920020715978985,building
00239147724,Virginia,VA,51,Fairfax County,059,DataBank,IAD2,DataBank McLean IAD2,22957.0,-77.21358499990595,38.919905150298106,building
00240724127,Utah,UT,49,Salt Lake County,035,,,eBay,183167.0,-112.04772494385753,40.5637493311281,building
00243242167,Illinois,IL,17,DuPage County,043,Equinix,,Equinix Chicago Data CH7,47336.0,-87.9728434935898,41.812557111453394,building
00244490839,Arizona,AZ,04,Maricopa County,013,,,PhoenixNAP,79223.0,-112.0094263246897,33.41605053769886,building
00247427998,New York,NY,36,Richmond County,085,Merrill Lynch,,Merrill Lynch Data Center,63435.0,-74.17317970568563,40.60738024218361,building
00247428943,New York,NY,36,Richmond County,085,Telehouse,,Telehouse Teleport,69999.0,-74.17488651961352,40.606985209666014,building
00250052753,New York,NY,36,New York County,061,,,32 Avenue of the Americas,42396.0,-74.00463586981833,40.719998478665225,building
00251716328,Virginia,VA,51,Fairfax County,059,Digital Realty,,Digital Realty,72337.0,-77.47258021616551,38.910132702732945,building
00253682978,Missouri,MO,29,St. Louis city,510,,,TierPoint,24039.0,-90.1964202669285,38.62976100794761,building
00254583328,Nevada,NV,32,Clark County,003,,,Verizon,25884.0,-115.07792815622403,36.144732607348836,building
00254742608,Texas,TX,48,Bexar County,029,,A,,127563.0,-98.64069026748369,29.44667420261524,building
00254742609,Texas,TX,48,Bexar County,029,,B,,142712.0,-98.64112862038242,29.44792213625347,building
00254742610,Texas,TX,48,Bexar County,029,,Connector,,36014.0,-98.64099341797508,29.447199009365736,building
00254773884,Texas,TX,48,Collin County,085,,,,121665.0,-96.68156543918735,33.09599431363361,building
00254773897,Texas,TX,48,Collin County,085,Centersquare,DA1,Evoque Allen DA1,114534.0,-96.68376373847303,33.09506355613131,building
00256728809,Nebraska,NE,31,Douglas County,055,,,,69219.0,-95.93649511237068,41.26141936949243,building
00257581364,Virginia,VA,51,Henrico County,087,Flexential,,Flexential - Richmond,39778.0,-77.4386951674598,37.64689021155886,building
00258343744,Virginia,VA,51,Fairfax County,059,Amazon Web Services,IAD-9,Amazon IAD-9,85855.0,-77.453440411722,38.89965169321406,building
00258343748,Virginia,VA,51,Fairfax County,059,,,Amazon IAD22,30140.0,-77.45510184070243,38.89790175442311,building
00258343749,Virginia,VA,51,Fairfax County,059,Amazon Web Services,IAD-1,Amazon IAD-1,93882.0,-77.45407518694847,38.897859142125064,building
00258519934,Virginia,VA,51,Fairfax County,059,,,,43330.0,-77.47224542805822,38.90924510953836,building
00258519959,Virginia,VA,51,Fairfax County,059,,,,32222.0,-77.47346579109487,38.90979813235743,building
00260996040,Virginia,VA,51,Fairfax County,059,,,,56049.0,-77.19627275728058,38.750816595369955,building
00269166415,Georgia,GA,13,Fulton County,121,,,Cox Data Center,127858.0,-84.31955321505815,34.03620188757935,building
00269847438,Georgia,GA,13,Fulton County,121,Quality Technology Services,,QTS Atlanta Data Center 1,719736.0,-84.42109985598158,33.7776811736858,building
00271893323,California,CA,06,Santa Clara County,085,Csquare,SFO3,Csquare SFO3,71209.0,-121.98603139645,37.372103697929965,building
00273895868,Virginia,VA,51,Loudoun County,107,Centersquare,IAD3,Centersquare IAD3,130748.0,-77.44424695215189,38.98092474637894,building
00273896089,Virginia,VA,51,Loudoun County,107,Centersquare,IAD2-A,Centersquare IAD2-A,48153.0,-77.42381651986251,38.98441813209926,building
00273896096,Virginia,VA,51,Loudoun County,107,CyrusOne,CyrusOne Northern Virginia Sterling IV,,127744.0,-77.42564884364357,38.984886746753254,building
00273896102,Virginia,VA,51,Loudoun County,107,Centersquare,IAD2-B,Centersquare IAD2-B,71819.0,-77.42410521314366,38.983603752633236,building
00278560778,Georgia,GA,13,Fulton County,121,Digital Realty,,Digital Realty Data Center,128785.0,-84.41520253319351,33.65703230386123,building
00279410762,New Jersey,NJ,34,Hudson County,017,Cyxtera,,Cyxtera (Digital Realty Trust) Citibank Data Center,58356.0,-74.02575833881977,40.76076492901499,building
00279410766,New Jersey,NJ,34,Hudson County,017,Digital Realty,EWR10,Digital Realty New Jersey EWR10,126960.0,-74.0250249144998,40.76183107982837,building
00283051469,Washington,WA,53,Grant County,025,,,,151976.0,-119.81322935255957,47.24621227884292,building
00283051470,Washington,WA,53,Grant County,025,,,,133363.0,-119.81318678101925,47.24765247479226,building
00283051471,Washington,WA,53,Grant County,025,,,,135310.0,-119.81575602489733,47.24616793078344,building
00283051472,Washington,WA,53,Grant County,025,Sabey Data Centers,,Intergate Quincy Data Center,4318512.0,-119.81593119578889,47.24532712863972,campus
00283051474,Washington,WA,53,Grant County,025,Intuit,,H5 Data Center,2700606.0,-119.8187531190913,47.251411489874954,campus
00283051475,Washington,WA,53,Grant County,025,,,,246778.0,-119.81966487505578,47.2525738060569,building
00283051477,Washington,WA,53,Grant County,025,Yahoo,,Yahoo Data Center,2171290.0,-119.82778184700375,47.24698453090597,campus
00283051478,Washington,WA,53,Grant County,025,,,,151213.0,-119.82886591661293,47.246735553110774,building
