gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
899963399	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/770671/original.JPG	https://www.inaturalist.org/photos/770671					2014-03-26T22:22:51Z	shilohjin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	shilohjin
899963285	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/770568/original.jpg	https://www.inaturalist.org/photos/770568					2013-02-11T00:00:00Z	danielleamer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	danielleamer
899963259	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/770489/original.JPG	https://www.inaturalist.org/photos/770489					2014-04-06T00:00:00Z	ataylor		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ataylor
899963184	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/770184/original.JPG	https://www.inaturalist.org/photos/770184					2014-04-04T22:58:02Z	mlschreiber		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mlschreiber
899963182	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/770222/original.jpg	https://www.inaturalist.org/photos/770222					2014-04-06T22:55:13Z	samrathb		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	samrathb
899963085	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/769972/original.jpg	https://www.inaturalist.org/photos/769972					2014-04-02T00:00:00Z	elizabethkupec		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	elizabethkupec
899963058	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/769893/original.jpg	https://www.inaturalist.org/photos/769893					2014-04-06T03:53:53Z	ashon96		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ashon96
899961364	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/765142/original.JPG	https://www.inaturalist.org/photos/765142					2014-02-14T12:18:47Z	dwaugh12		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dwaugh12
899961364	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/765150/original.JPG	https://www.inaturalist.org/photos/765150					2014-02-14T12:21:40Z	dwaugh12		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dwaugh12
899961347	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/765119/original.JPG	https://www.inaturalist.org/photos/765119					2014-02-14T12:29:33Z	dwaugh12		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dwaugh12
899960671	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/762646/original.jpg	https://www.inaturalist.org/photos/762646					2013-12-21T16:07:06Z	emma_deschene		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	emma_deschene
899960670	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/762643/original.JPG	https://www.inaturalist.org/photos/762643					2014-02-16T11:25:47Z	emma_deschene		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	emma_deschene
899954546	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/742730/original.JPG	https://www.inaturalist.org/photos/742730					2014-03-26T18:13:50Z	ccaron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ccaron
899954534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/742771/original.JPG	https://www.inaturalist.org/photos/742771					2014-03-26T18:07:46Z	amoschaim		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	amoschaim
899954514	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/742732/original.JPG	https://www.inaturalist.org/photos/742732					2014-03-26T18:24:25Z	ccaron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ccaron
899954202	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/741499/original.JPG	https://www.inaturalist.org/photos/741499					2014-01-13T13:12:53Z	midefig		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	midefig
899952985	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/737550/original.jpg	https://www.inaturalist.org/photos/737550					2014-03-22T12:36:49Z	samanthaclement		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	samanthaclement
899944415	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/683625/original.jpg	https://www.inaturalist.org/photos/683625					2014-01-18T11:24:35Z	Milo Pyne		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Milo Pyne
899943807	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/625563/original.jpg	https://www.inaturalist.org/photos/625563					2014-01-05T16:33:47Z	Jerry Chang		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jerry Chang
891781967	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/713071/original.jpg	https://www.inaturalist.org/photos/713071					2014-03-03T16:23:56Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891781967	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/713072/original.jpg	https://www.inaturalist.org/photos/713072					2014-03-03T16:24:56Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891781501	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/629021/original.jpg	https://www.inaturalist.org/photos/629021					2013-10-20T10:25:46Z	cmarzinsky		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmarzinsky
891781442	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/628783/original.JPG	https://www.inaturalist.org/photos/628783					2014-01-08T00:00:00Z	citizen_science_school		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	citizen_science_school
891781344	StillImage	image/png	https://inaturalist-open-data.s3.amazonaws.com/photos/628833/original.PNG	https://www.inaturalist.org/photos/628833					2013-12-01T00:00:00Z	cpope		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cpope
891780516	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/626371/original.jpg	https://www.inaturalist.org/photos/626371					2014-01-05T00:00:00Z	cuskelly		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cuskelly
891780516	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/626372/original.jpg	https://www.inaturalist.org/photos/626372					2014-01-05T00:00:00Z	cuskelly		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cuskelly
891780418	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/625983/original.jpg	https://www.inaturalist.org/photos/625983					2011-12-21T13:12:49Z	twangster		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	twangster
891779858	StillImage	image/png	https://inaturalist-open-data.s3.amazonaws.com/photos/624526/original.PNG	https://www.inaturalist.org/photos/624526					2013-12-01T00:00:00Z	cpope		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cpope
891775407	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/612010/original.jpg	https://www.inaturalist.org/photos/612010					2013-12-02T08:33:28Z	ellabiestek		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ellabiestek
891769895	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/594700/original.jpg	https://www.inaturalist.org/photos/594700					2013-12-01T15:04:42Z	Matt and Steffi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Matt and Steffi
891769827	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/594587/original.jpg	https://www.inaturalist.org/photos/594587					2013-11-09T00:00:00Z	katietoles		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	katietoles
891725221	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/451682/original.jpg	http://www.flickr.com/photos/scadwell/9478171495/					2013-08-10T15:35:41Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891725221	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/451683/original.jpg	http://www.flickr.com/photos/scadwell/9480965794/					2013-08-10T15:35:06Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891725221	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/451684/original.jpg	http://www.flickr.com/photos/scadwell/9478172879/					2013-08-10T15:34:49Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891723883	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/447732/original.jpg	http://www.flickr.com/photos/goateebird/9455103976/					2013-08-06T21:11:13Z	Roger Shaw		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Roger Shaw
891720466	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/436715/original.jpg	http://www.flickr.com/photos/scadwell/9396107118/					2013-07-28T17:49:22Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891720466	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/436716/original.jpg	http://www.flickr.com/photos/scadwell/9396104658/					2013-07-28T17:49:20Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891712216	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/408161/original.jpg	http://www.flickr.com/photos/scadwell/9256848091/					2009-04-25T15:12:01Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891712216	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/408162/original.jpg	http://www.flickr.com/photos/scadwell/9256860765/					2009-04-25T15:11:39Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891712216	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/408163/original.jpg	http://www.flickr.com/photos/scadwell/9256872061/					2009-04-25T14:57:31Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891712216	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/408164/original.jpg	http://www.flickr.com/photos/scadwell/9259661780/					2009-04-25T14:57:17Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891712216	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/408165/original.jpg	http://www.flickr.com/photos/scadwell/9259681268/					2009-04-25T14:56:54Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891711194	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/406566/original.jpg	http://www.flickr.com/photos/scadwell/6968053439/					2012-03-09T22:12:12Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891711194	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/406567/original.jpg	http://www.flickr.com/photos/scadwell/6821757166/					2012-03-09T22:12:12Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891174167	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/401565/original.jpg	http://www.flickr.com/photos/scadwell/9224817968/					2013-07-06T14:34:29Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891174167	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/401566/original.jpg	http://www.flickr.com/photos/scadwell/9224816594/					2013-07-06T14:33:30Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891174167	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/401567/original.jpg	http://www.flickr.com/photos/scadwell/9224815480/					2013-07-06T14:33:00Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891174167	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/401568/original.jpg	http://www.flickr.com/photos/scadwell/9222037907/					2013-07-06T14:32:59Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891171088	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/390805/original.jpg	http://www.flickr.com/photos/ggvaidya/8728259896/					2013-05-10T22:53:32Z	Gaurav		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gaurav
891171088	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/357153871/original.jpeg	https://www.inaturalist.org/photos/357153871					2013-05-11T01:52:24Z	Gaurav		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gaurav
891138548	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/291056/original.jpg	http://www.flickr.com/photos/scadwell/8627942545/					2013-04-07T19:51:40Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891135982	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/284419/original.jpg	http://www.facebook.com/photo.php?fbid=10100814335157638&set=a.10100814333416128.2730941.2737564&type=1					2012-06-23T00:00:00Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891135982	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/284466/original.jpg	http://www.facebook.com/photo.php?fbid=10100814334808338&set=a.10100814333416128.2730941.2737564&type=1					2012-06-23T00:00:00Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891135982	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/284468/original.jpg	http://www.facebook.com/photo.php?fbid=10100814335711528&set=a.10100814333416128.2730941.2737564&type=1					2012-06-23T00:00:00Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891115958	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/229590/original.jpg	http://www.flickr.com/photos/vtebird/6869793516/					2012-03-23T21:41:18Z	Kent McFarland		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Kent McFarland
891084252	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127176/original.jpg	http://www.flickr.com/photos/55368994@N06/7333839984					2012-06-03T17:15:44Z	Scott Loarie		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Scott Loarie
891046953	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/677902/original.jpg	http://www.flickr.com/photos/scadwell/12569776413/					2014-02-16T22:27:46Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891046929	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/677896/original.jpg	https://www.inaturalist.org/photos/677896					2014-02-16T12:14:58Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891046894	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/677897/original.jpg	https://www.inaturalist.org/photos/677897					2014-02-16T12:13:25Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891046894	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/677899/original.jpg	https://www.inaturalist.org/photos/677899					2014-02-16T12:12:58Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891046056	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/675259/original.jpg	https://www.inaturalist.org/photos/675259					2014-02-14T16:22:12Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891040251	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/658531/original.jpg	https://www.inaturalist.org/photos/658531					2014-01-29T16:18:18Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891038677	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653679/original.jpg	https://www.inaturalist.org/photos/653679					2014-01-27T21:55:00Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891038672	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653825/original.jpg	https://www.inaturalist.org/photos/653825					2013-12-07T15:30:16Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891038672	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653826/original.jpg	https://www.inaturalist.org/photos/653826					2013-12-07T15:30:26Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891038672	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653827/original.jpg	https://www.inaturalist.org/photos/653827					2013-12-07T15:30:28Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891038672	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653828/original.jpg	https://www.inaturalist.org/photos/653828					2013-12-07T15:31:09Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891038664	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653830/original.jpg	https://www.inaturalist.org/photos/653830					2013-12-07T15:33:56Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891038664	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653831/original.jpg	https://www.inaturalist.org/photos/653831					2013-12-07T15:34:01Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891037939	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653848/original.jpg	https://www.inaturalist.org/photos/653848					2014-01-26T16:53:06Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891037939	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/653847/original.jpg	https://www.inaturalist.org/photos/653847					2014-01-26T16:49:34Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891037406	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/650263/original.jpg	https://www.inaturalist.org/photos/650263					2014-01-25T20:34:02Z	Jerry Chang		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jerry Chang
891034506	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/642581/original.jpg	http://www.flickr.com/photos/scadwell/12037908246/					2014-01-19T20:37:30Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891034506	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/642582/original.jpg	http://www.flickr.com/photos/scadwell/12037355983/					2014-01-19T20:37:32Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891034454	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/642583/original.jpg	http://www.flickr.com/photos/scadwell/12037071965/					2014-01-19T20:36:22Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
891033736	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/640389/original.JPG	https://www.inaturalist.org/photos/640389					2014-01-14T08:02:48Z	mvrojas237		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mvrojas237
891033715	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/640453/original.JPG	https://www.inaturalist.org/photos/640453					2013-11-23T13:59:02Z	laneycook		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	laneycook
891033680	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/640393/original.jpg	https://www.inaturalist.org/photos/640393					2013-11-14T13:16:31Z	samrathb		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	samrathb
891033589	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/640156/original.JPG	https://www.inaturalist.org/photos/640156					2014-01-15T18:42:28Z	elizabethkupec		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	elizabethkupec
891033580	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/640233/original.jpeg	https://www.inaturalist.org/photos/640233					2013-11-14T10:20:18Z	niou_mimi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	niou_mimi
891033170	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/639090/original.JPG	https://www.inaturalist.org/photos/639090					2014-01-13T13:24:40Z	midefig		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	midefig
891032901	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/638009/original.jpg	https://www.inaturalist.org/photos/638009					2013-12-01T15:47:37Z	kmac		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kmac
891032719	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/637733/original.jpg	https://www.inaturalist.org/photos/637733					2014-01-12T00:00:00Z	North Carolina Natural Heritage Program		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	North Carolina Natural Heritage Program
891032719	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/637742/original.jpg	https://www.inaturalist.org/photos/637742					2014-01-12T00:00:00Z	North Carolina Natural Heritage Program		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	North Carolina Natural Heritage Program
891030578	StillImage	application/octet-stream	https://inaturalist-open-data.s3.amazonaws.com/photos/620865/original.jpg	https://www.inaturalist.org/photos/620865					2013-12-31T17:19:24Z	dwaugh123		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dwaugh123
6353428397	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/670624144/original.jpg	https://www.inaturalist.org/photos/670624144					2026-05-31T20:02:20Z	Sevy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sevy
6353424559	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/668074706/original.jpg	https://www.inaturalist.org/photos/668074706					2026-05-27T21:52:05Z	theresarizz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	theresarizz
6353421017	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/669182833/original.jpg	https://www.inaturalist.org/photos/669182833					2026-05-30T00:28:59Z	Sevy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sevy
6353399578	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/670713199/original.jpg	https://www.inaturalist.org/photos/670713199					2026-05-31T18:56:23Z	Sevy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sevy
6353399578	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/670713922/original.jpg	https://www.inaturalist.org/photos/670713922					2026-05-31T18:55:29Z	Sevy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sevy
